title,url,time_published,summary,source,overall_sentiment_score,overall_sentiment_label,type,topic,topic_relevance_score,ticker,ticker_sentiment_score,ticker_sentiment_label
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,topic,Life Sciences,0.5,,,
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,topic,IPO,0.451494,,,
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,topic,Financial Markets,0.684621,,,
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,topic,Earnings,0.360215,,,
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,topic,Finance,0.5,,,
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,topic,Blockchain,0.998626,,,
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,ticker,,,RIOT,0.039145,Neutral
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,ticker,,,SCBFF,-0.013206,Neutral
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,ticker,,,WFC,0.014187,Neutral
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,ticker,,,COIN,0.055208,Neutral
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,ticker,,,FOREX:USD,0.110852,Neutral
Stablecoin issuer Circle soars 173% in NYSE debut after pricing IPO above expected range,https://www.cnbc.com/2025/06/05/stablecoin-issuer-circle-soars-in-nyse-debut-after-pricing-ipo-above-expected-range.html,20250605T170025,"Circle joins Coinbase, Mara Holdings and Riot Platforms as one of the few pure-play crypto companies to list in the U.S.",CNBC,0.199038,Somewhat-Bullish,ticker,,,CRYPTO:BTC,-0.013206,Neutral
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,topic,Economy - Monetary,0.158519,,,
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,topic,Financial Markets,0.928769,,,
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,topic,Finance,1.0,,,
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,topic,Blockchain,0.928139,,,
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,topic,Economy - Macro,0.158519,,,
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,ticker,,,COIN,0.191831,Somewhat-Bullish
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,ticker,,,FOREX:USD,-0.050984,Neutral
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,ticker,,,CRYPTO:BTC,0.426265,Bullish
"Bitcoin Has Hit an All-Time High of $112,000. 3 Reasons the Leading Cryptocurrency Is Surging.",https://www.fool.com/investing/2025/06/05/bitcoin-has-hit-an-all-time-high-of-111000-3-reaso/,20250605T091500,"Last month, Bitcoin ( CRYPTO: BTC ) reached a new all-time high of $111,970. Even after a small pullback, the leading cryptocurrency is still up 13% this year, while the S&P 500 has gained just 1.6%. Going back even further, Bitcoin has returned an impressive 990% during the past five years.When ...",Motley Fool,0.19282,Somewhat-Bullish,ticker,,,CRYPTO:UNI,0.084973,Neutral
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,topic,Economy - Monetary,0.158519,,,
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,topic,Financial Markets,0.161647,,,
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,topic,Manufacturing,0.5,,,
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,topic,Finance,0.5,,,
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,topic,Blockchain,0.158519,,,
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,ticker,,,COIN,0.098373,Neutral
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,ticker,,,PLSQF,0.292458,Somewhat-Bullish
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,ticker,,,TSLA,0.098373,Neutral
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,ticker,,,FOREX:USD,0.154344,Somewhat-Bullish
"Elon Musk, Who Called Trump's 'One Big Beautiful Bill' A 'Disgusting Abomination,' Responds To Coinbase CEO's Warning That Bitcoin Could Replace Dollar If Congress Isn't Held Accountable",https://www.benzinga.com/crypto/cryptocurrency/25/06/45784755/elon-musk-who-called-trumps-one-big-beautiful-bill-a-disgusting-abomination-responds-to-coi,20250605T013919,Tesla and SpaceX CEO Elon Musk signaled agreement with Coinbase CEO Brian Armstrong's warning Wednesday that government overspending could lead to Bitcoin BTC/USD replacing the dollar as the reserve currency.,Benzinga,0.110411,Neutral,ticker,,,CRYPTO:BTC,0.30491,Somewhat-Bullish
